"Year Month","State","Industry","Suspicious Activity","Instrument","Count"
"2016 ","Iowa","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","87"
"2016 ","Iowa","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Bank/Cashier's Check","4"
"2016 ","Iowa","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Foreign Currency","1"
"2016 ","Iowa","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Funds Transfer","2"
"2016 ","Iowa","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Money Orders","44"
"2016 ","Iowa","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Other","1"
"2016 ","Iowa","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Personal/Business Check","11"
"2016 ","Iowa","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","[Total]","63"
"2016 ","Iowa","Insurance Company","Transaction(s) Below CTR Threshold","Bank/Cashier's Check","2"
"2016 ","Iowa","Insurance Company","Transaction(s) Below CTR Threshold","Foreign Currency","1"
"2016 ","Iowa","Insurance Company","Transaction(s) Below CTR Threshold","Funds Transfer","2"
"2016 ","Iowa","Insurance Company","Transaction(s) Below CTR Threshold","Money Orders","48"
"2016 ","Iowa","Insurance Company","Transaction(s) Below CTR Threshold","Other","1"
"2016 ","Iowa","Insurance Company","Transaction(s) Below CTR Threshold","Personal/Business Check","7"
"2016 ","Iowa","Insurance Company","Transaction(s) Below CTR Threshold","[Total]","61"
"2016 ","Iowa","Insurance Company","Two or More Individuals Working Together","Bank/Cashier's Check","3"
"2016 ","Iowa","Insurance Company","Two or More Individuals Working Together","Foreign Currency","1"
"2016 ","Iowa","Insurance Company","Two or More Individuals Working Together","Funds Transfer","3"
"2016 ","Iowa","Insurance Company","Two or More Individuals Working Together","Money Orders","8"
"2016 ","Iowa","Insurance Company","Two or More Individuals Working Together","Personal/Business Check","9"
"2016 ","Iowa","Insurance Company","Two or More Individuals Working Together","[Total]","24"
"2016 ","Iowa","Insurance Company","Unclear or No Insurable Interest","Funds Transfer","2"
"2016 ","Iowa","Insurance Company","Unclear or No Insurable Interest","Money Orders","1"
"2016 ","Iowa","Insurance Company","Unclear or No Insurable Interest","Personal/Business Check","1"
"2016 ","Iowa","Insurance Company","Unclear or No Insurable Interest","[Total]","4"
"2016 ","Iowa","Insurance Company","[Total]","[Total]","703"
"2016 ","Kansas","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Money Orders","1"
"2016 ","Kansas","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Personal/Business Check","1"
"2016 ","Kansas","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","U.S. Currency","1"
"2016 ","Kansas","Insurance Company","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","[Total]","3"
"2016 ","Kansas","Insurance Company","Suspicion Concerning the Source of Funds","U.S. Currency","3"
"2016 ","Kansas","Insurance Company","Suspicion Concerning the Source of Funds","[Total]","3"
"2016 ","Kansas","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Money Orders","1"
"2016 ","Kansas","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Personal/Business Check","1"
"2016 ","Kansas","Insurance Company","Suspicious Use of Noncash Monetary Instruments","U.S. Currency","1"
"2016 ","Kansas","Insurance Company","Suspicious Use of Noncash Monetary Instruments","[Total]","3"
"2016 ","Kansas","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","U.S. Currency","2"
"2016 ","Kansas","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","2"
"2016 ","Kansas","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","U.S. Currency","1"
"2016 ","Kansas","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","[Total]","1"
"2016 ","Kansas","Insurance Company","Transaction(s) Below CTR Threshold","U.S. Currency","1"
"2016 ","Kansas","Insurance Company","Transaction(s) Below CTR Threshold","[Total]","1"
"2016 ","Kansas","Insurance Company","[Total]","[Total]","13"
"2016 ","Louisiana","Insurance Company","ACH","Funds Transfer","1"
"2016 ","Louisiana","Insurance Company","ACH","Personal/Business Check","1"
"2016 ","Louisiana","Insurance Company","ACH","U.S. Currency","1"
"2016 ","Louisiana","Insurance Company","ACH","[Total]","3"
"2016 ","Louisiana","Insurance Company","Check","Funds Transfer","1"
"2016 ","Louisiana","Insurance Company","Check","Personal/Business Check","1"
"2016 ","Louisiana","Insurance Company","Check","U.S. Currency","1"
"2016 ","Louisiana","Insurance Company","Check","[Total]","3"
"2016 ","Louisiana","Insurance Company","Embezzlement/Theft/Disappearance of Funds","Funds Transfer","1"
"2016 ","Louisiana","Insurance Company","Embezzlement/Theft/Disappearance of Funds","Personal/Business Check","1"
"2016 ","Louisiana","Insurance Company","Embezzlement/Theft/Disappearance of Funds","U.S. Currency","1"
"2016 ","Louisiana","Insurance Company","Embezzlement/Theft/Disappearance of Funds","[Total]","3"
"2016 ","Louisiana","Insurance Company","Misuse of Position or Self-Dealing","Funds Transfer","1"
"2016 ","Louisiana","Insurance Company","Misuse of Position or Self-Dealing","Personal/Business Check","1"
"2016 ","Louisiana","Insurance Company","Misuse of Position or Self-Dealing","U.S. Currency","1"
"2016 ","Louisiana","Insurance Company","Misuse of Position or Self-Dealing","[Total]","3"
"2016 ","Louisiana","Insurance Company","Other Other Suspicious Activities","Personal/Business Check","1"
"2016 ","Louisiana","Insurance Company","Other Other Suspicious Activities","U.S. Currency","2"
"2016 ","Louisiana","Insurance Company","Other Other Suspicious Activities","[Total]","3"
"2016 ","Louisiana","Insurance Company","Other Structuring","Personal/Business Check","1"
"2016 ","Louisiana","Insurance Company","Other Structuring","U.S. Currency","1"
"2016 ","Louisiana","Insurance Company","Other Structuring","[Total]","2"
"2016 ","Louisiana","Insurance Company","Suspicion Concerning the Source of Funds","Bank/Cashier's Check","1"
"2016 ","Louisiana","Insurance Company","Suspicion Concerning the Source of Funds","Personal/Business Check","1"
"2016 ","Louisiana","Insurance Company","Suspicion Concerning the Source of Funds","U.S. Currency","4"
"2016 ","Louisiana","Insurance Company","Suspicion Concerning the Source of Funds","[Total]","6"
"2016 ","Louisiana","Insurance Company","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","Bank/Cashier's Check","1"
"2016 ","Louisiana","Insurance Company","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","U.S. Currency","1"
"2016 ","Louisiana","Insurance Company","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","[Total]","2"
"2016 ","Louisiana","Insurance Company","Transaction(s) Below CTR Threshold","Bank/Cashier's Check","1"
"2016 ","Louisiana","Insurance Company","Transaction(s) Below CTR Threshold","U.S. Currency","2"
"2016 ","Louisiana","Insurance Company","Transaction(s) Below CTR Threshold","[Total]","3"
"2016 ","Louisiana","Insurance Company","[Total]","[Total]","28"
"2016 ","Maryland","Insurance Company","ACH","Funds Transfer","1"
"2016 ","Maryland","Insurance Company","ACH","[Total]","1"
"2016 ","Maryland","Insurance Company","Check","Bank/Cashier's Check","1"
"2016 ","Maryland","Insurance Company","Check","[Total]","1"
"2016 ","Maryland","Insurance Company","Embezzlement/Theft/Disappearance of Funds","Funds Transfer","1"
"2016 ","Maryland","Insurance Company","Embezzlement/Theft/Disappearance of Funds","[Total]","1"
"2016 ","Maryland","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","U.S. Currency","1"
"2016 ","Maryland","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","1"
"2016 ","Maryland","Insurance Company","Misuse of Position or Self-Dealing","Bank/Cashier's Check","1"
"2016 ","Maryland","Insurance Company","Misuse of Position or Self-Dealing","Funds Transfer","1"
"2016 ","Maryland","Insurance Company","Misuse of Position or Self-Dealing","[Total]","2"
"2016 ","Maryland","Insurance Company","Suspicion Concerning the Source of Funds","Bank/Cashier's Check","1"
"2016 ","Maryland","Insurance Company","Suspicion Concerning the Source of Funds","Personal/Business Check","2"
"2016 ","Maryland","Insurance Company","Suspicion Concerning the Source of Funds","U.S. Currency","1"
"2016 ","Maryland","Insurance Company","Suspicion Concerning the Source of Funds","[Total]","4"
"2016 ","Maryland","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Personal/Business Check","1"
"2016 ","Maryland","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","U.S. Currency","1"
"2016 ","Maryland","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","[Total]","2"
"2016 ","Maryland","Insurance Company","[Total]","[Total]","12"
"2016 ","Massachusetts","Insurance Company","Counterfeit Instrument","Personal/Business Check","1"
"2016 ","Massachusetts","Insurance Company","Counterfeit Instrument","[Total]","1"
"2016 ","Massachusetts","Insurance Company","Embezzlement/Theft/Disappearance of Funds","Other","1"
"2016 ","Massachusetts","Insurance Company","Embezzlement/Theft/Disappearance of Funds","U.S. Currency","1"
"2016 ","Massachusetts","Insurance Company","Embezzlement/Theft/Disappearance of Funds","[Total]","2"
"2016 ","Massachusetts","Insurance Company","Forgeries","Other","1"
"2016 ","Massachusetts","Insurance Company","Forgeries","U.S. Currency","1"
"2016 ","Massachusetts","Insurance Company","Forgeries","[Total]","2"
"2016 ","Massachusetts","Insurance Company","Mail","Personal/Business Check","1"
"2016 ","Massachusetts","Insurance Company","Mail","[Total]","1"
"2016 ","Massachusetts","Insurance Company","Mass-Marketing","Personal/Business Check","1"
"2016 ","Massachusetts","Insurance Company","Mass-Marketing","[Total]","1"
"2016 ","Massachusetts","Insurance Company","Misuse of "Free Look"/Cooling-Off/Right of Rescission","Money Orders","1"
"2016 ","Massachusetts","Insurance Company","Misuse of "Free Look"/Cooling-Off/Right of Rescission","Personal/Business Check","1"
"2016 ","Massachusetts","Insurance Company","Misuse of "Free Look"/Cooling-Off/Right of Rescission","[Total]","2"
"2016 ","Massachusetts","Insurance Company","Other Fraud (Type)","Money Orders","1"
"2016 ","Massachusetts","Insurance Company","Other Fraud (Type)","[Total]","1"
"2016 ","Massachusetts","Insurance Company","Other Identification Documentation","Money Orders","3"
"2016 ","Massachusetts","Insurance Company","Other Identification Documentation","Personal/Business Check","1"
"2016 ","Massachusetts","Insurance Company","Other Identification Documentation","[Total]","4"
"2016 ","Massachusetts","Insurance Company","Other Money Laundering","Bank/Cashier's Check","5"
"2016 ","Massachusetts","Insurance Company","Other Money Laundering","Money Orders","126"
"2016 ","Massachusetts","Insurance Company","Other Money Laundering","Personal/Business Check","37"
"2016 ","Massachusetts","Insurance Company","Other Money Laundering","[Total]","168"
"2016 ","Massachusetts","Insurance Company","Other Other Suspicious Activities","Bank/Cashier's Check","2"
"2016 ","Massachusetts","Insurance Company","Other Other Suspicious Activities","Money Orders","3"
"2016 ","Massachusetts","Insurance Company","Other Other Suspicious Activities","Other","1"
"2016 ","Massachusetts","Insurance Company","Other Other Suspicious Activities","Personal/Business Check","1"
"2016 ","Massachusetts","Insurance Company","Other Other Suspicious Activities","U.S. Currency","1"
"2016 ","Massachusetts","Insurance Company","Other Other Suspicious Activities","[Total]","8"
"2016 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","Money Orders","2"
"2016 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","Personal/Business Check","5"
"2016 ","Massachusetts","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","7"
"2016 ","Massachusetts","Insurance Company","Provided Questionable or False Documentation","Bank/Cashier's Check","1"
"2016 ","Massachusetts","Insurance Company","Provided Questionable or False Documentation","Money Orders","1"
"2016 ","Massachusetts","Insurance Company","Provided Questionable or False Documentation","[Total]","2"
"2016 ","Massachusetts","Insurance Company","Suspicion Concerning the Source of Funds","Bank/Cashier's Check","6"
"2016 ","Massachusetts","Insurance Company","Suspicion Concerning the Source of Funds","Money Orders","128"
"2016 ","Massachusetts","Insurance Company","Suspicion Concerning the Source of Funds","Other","1"
"2016 ","Massachusetts","Insurance Company","Suspicion Concerning the Source of Funds","Personal/Business Check","45"
"2016 ","Massachusetts","Insurance Company","Suspicion Concerning the Source of Funds","U.S. Currency","1"
"2016 ","Massachusetts","Insurance Company","Suspicion Concerning the Source of Funds","[Total]","181"
"2016 ","Massachusetts","Insurance Company","Suspicious use of multiple transaction locations","Bank/Cashier's Check","3"
"2016 ","Massachusetts","Insurance Company","Suspicious use of multiple transaction locations","Money Orders","79"
"2016 ","Massachusetts","Insurance Company","Suspicious use of multiple transaction locations","Personal/Business Check","22"
"2016 ","Massachusetts","Insurance Company","Suspicious use of multiple transaction locations","[Total]","104"
"2016 ","Massachusetts","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Bank/Cashier's Check","1"
"2016 ","Massachusetts","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Money Orders","9"
"2016 ","Massachusetts","Insurance Company","Suspicious Use of Noncash Monetary Instruments","[Total]","10"
"2016 ","Massachusetts","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Bank/Cashier's Check","5"
"2016 ","Massachusetts","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Money Orders","134"
"2016 ","Massachusetts","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Personal/Business Check","37"
"2016 ","Massachusetts","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","[Total]","176"
"2016 ","Massachusetts","Insurance Company","[Total]","[Total]","670"
"2016 ","Michigan","Insurance Company","Check","Personal/Business Check","1"
"2016 ","Michigan","Insurance Company","Check","[Total]","1"
"2016 ","Michigan","Insurance Company","Counterfeit Instrument","Personal/Business Check","1"
"2016 ","Michigan","Insurance Company","Counterfeit Instrument","[Total]","1"
"2016 ","Michigan","Insurance Company","Elder Financial Exploitation","Funds Transfer","3"
"2016 ","Michigan","Insurance Company","Elder Financial Exploitation","Personal/Business Check","3"
"2016 ","Michigan","Insurance Company","Elder Financial Exploitation","[Total]","6"
"2016 ","Michigan","Insurance Company","Embezzlement/Theft/Disappearance of Funds","U.S. Currency","1"
"2016 ","Michigan","Insurance Company","Embezzlement/Theft/Disappearance of Funds","[Total]","1"
"2016 ","Michigan","Insurance Company","Healthcare/Public or Private Health Insurance","Bank/Cashier's Check","1"
"2016 ","Michigan","Insurance Company","Healthcare/Public or Private Health Insurance","Funds Transfer","23"
"2016 ","Michigan","Insurance Company","Healthcare/Public or Private Health Insurance","Personal/Business Check","24"
"2016 ","Michigan","Insurance Company","Healthcare/Public or Private Health Insurance","[Total]","48"
"2016 ","Michigan","Insurance Company","Identity Theft","Funds Transfer","2"
"2016 ","Michigan","Insurance Company","Identity Theft","Personal/Business Check","2"
"2016 ","Michigan","Insurance Company","Identity Theft","[Total]","4"
"2016 ","Michigan","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","Funds Transfer","1"
"2016 ","Michigan","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","Personal/Business Check","2"
"2016 ","Michigan","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","[Total]","3"
"2016 ","Michigan","Insurance Company","Misuse of Position or Self-Dealing","Funds Transfer","1"
"2016 ","Michigan","Insurance Company","Misuse of Position or Self-Dealing","Personal/Business Check","1"
"2016 ","Michigan","Insurance Company","Misuse of Position or Self-Dealing","U.S. Currency","1"
"2016 ","Michigan","Insurance Company","Misuse of Position or Self-Dealing","[Total]","3"
"2016 ","Michigan","Insurance Company","Multiple Individuals with Same or Similar Identities","Funds Transfer","1"
"2016 ","Michigan","Insurance Company","Multiple Individuals with Same or Similar Identities","Personal/Business Check","1"
"2016 ","Michigan","Insurance Company","Multiple Individuals with Same or Similar Identities","[Total]","2"
"2016 ","Michigan","Insurance Company","Other Fraud (Type)","Bank/Cashier's Check","1"
"2016 ","Michigan","Insurance Company","Other Fraud (Type)","Funds Transfer","2"
"2016 ","Michigan","Insurance Company","Other Fraud (Type)","Personal/Business Check","2"
"2016 ","Michigan","Insurance Company","Other Fraud (Type)","[Total]","5"
"2016 ","Michigan","Insurance Company","Other Insurance","Funds Transfer","23"
"2016 ","Michigan","Insurance Company","Other Insurance","Personal/Business Check","24"
"2016 ","Michigan","Insurance Company","Other Insurance","[Total]","47"
"2016 ","Michigan","Insurance Company","Provided Questionable or False Documentation","Funds Transfer","4"
"2016 ","Michigan","Insurance Company","Provided Questionable or False Documentation","Personal/Business Check","5"
"2016 ","Michigan","Insurance Company","Provided Questionable or False Documentation","[Total]","9"
"2016 ","Michigan","Insurance Company","Pyramid Scheme","Personal/Business Check","1"
"2016 ","Michigan","Insurance Company","Pyramid Scheme","[Total]","1"
"2016 ","Michigan","Insurance Company","Refused or Avoided Request for Documentation","Funds Transfer","1"
"2016 ","Michigan","Insurance Company","Refused or Avoided Request for Documentation","Personal/Business Check","2"
"2016 ","Michigan","Insurance Company","Refused or Avoided Request for Documentation","[Total]","3"
"2016 ","Michigan","Insurance Company","Single Individual with Multiple Identities","Funds Transfer","4"
"2016 ","Michigan","Insurance Company","Single Individual with Multiple Identities","Personal/Business Check","5"
"2016 ","Michigan","Insurance Company","Single Individual with Multiple Identities","[Total]","9"
"2016 ","Michigan","Insurance Company","Suspected Public/Private Corruption (Domestic)","Bank/Cashier's Check","1"
"2016 ","Michigan","Insurance Company","Suspected Public/Private Corruption (Domestic)","Funds Transfer","1"
"2016 ","Michigan","Insurance Company","Suspected Public/Private Corruption (Domestic)","Personal/Business Check","1"
"2016 ","Michigan","Insurance Company","Suspected Public/Private Corruption (Domestic)","[Total]","3"
"2016 ","Michigan","Insurance Company","Suspicion Concerning the Source of Funds","Bank/Cashier's Check","1"
"2016 ","Michigan","Insurance Company","Suspicion Concerning the Source of Funds","Funds Transfer","2"
"2016 ","Michigan","Insurance Company","Suspicion Concerning the Source of Funds","Personal/Business Check","5"
"2016 ","Michigan","Insurance Company","Suspicion Concerning the Source of Funds","U.S. Currency","1"
"2016 ","Michigan","Insurance Company","Suspicion Concerning the Source of Funds","[Total]","9"
"2016 ","Michigan","Insurance Company","Suspicious Termination of Policy or Contract","Funds Transfer","1"
"2016 ","Michigan","Insurance Company","Suspicious Termination of Policy or Contract","Personal/Business Check","3"
"2016 ","Michigan","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","4"
"2016 ","Michigan","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","Funds Transfer","15"
"2016 ","Michigan","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","Personal/Business Check","15"
"2016 ","Michigan","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","[Total]","30"
"2016 ","Michigan","Insurance Company","Transaction Out of Pattern for Customer(s)","Funds Transfer","1"
"2016 ","Michigan","Insurance Company","Transaction Out of Pattern for Customer(s)","[Total]","1"
"2016 ","Michigan","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Funds Transfer","1"
"2016 ","Michigan","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Personal/Business Check","1"
"2016 ","Michigan","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","2"
"2016 ","Michigan","Insurance Company","Two or More Individuals Working Together","Bank/Cashier's Check","1"
"2016 ","Michigan","Insurance Company","Two or More Individuals Working Together","Funds Transfer","24"
"2016 ","Michigan","Insurance Company","Two or More Individuals Working Together","Personal/Business Check","26"
"2016 ","Michigan","Insurance Company","Two or More Individuals Working Together","[Total]","51"
"2016 ","Michigan","Insurance Company","[Total]","[Total]","243"
"2016 ","Minnesota","Insurance Company","Account Takeover","Bank/Cashier's Check","1"
"2016 ","Minnesota","Insurance Company","Account Takeover","Funds Transfer","4"
"2016 ","Minnesota","Insurance Company","Account Takeover","[Total]","5"
"2016 ","Minnesota","Insurance Company","ACH","Funds Transfer","6"
"2016 ","Minnesota","Insurance Company","ACH","[Total]","6"
"2016 ","Minnesota","Insurance Company","Alters or Cancels Transaction to Avoid CTR Requirement","Bank/Cashier's Check","1"
"2016 ","Minnesota","Insurance Company","Alters or Cancels Transaction to Avoid CTR Requirement","Money Orders","1"
"2016 ","Minnesota","Insurance Company","Alters or Cancels Transaction to Avoid CTR Requirement","U.S. Currency","1"
"2016 ","Minnesota","Insurance Company","Alters or Cancels Transaction to Avoid CTR Requirement","[Total]","3"
"2016 ","Minnesota","Insurance Company","Bribery or Gratuity","Bank/Cashier's Check","1"
"2016 ","Minnesota","Insurance Company","Bribery or Gratuity","Personal/Business Check","1"
"2016 ","Minnesota","Insurance Company","Bribery or Gratuity","[Total]","2"
"2016 ","Minnesota","Insurance Company","Check","Bank/Cashier's Check","5"
"2016 ","Minnesota","Insurance Company","Check","Personal/Business Check","1"
"2016 ","Minnesota","Insurance Company","Check","[Total]","6"
"2016 ","Minnesota","Insurance Company","Elder Financial Exploitation","Personal/Business Check","1"
"2016 ","Minnesota","Insurance Company","Elder Financial Exploitation","[Total]","1"
"2016 ","Minnesota","Insurance Company","Embezzlement/Theft/Disappearance of Funds","Funds Transfer","2"
"2016 ","Minnesota","Insurance Company","Embezzlement/Theft/Disappearance of Funds","[Total]","2"
"2016 ","Minnesota","Insurance Company","Excessive Insurance","Funds Transfer","1"
"2016 ","Minnesota","Insurance Company","Excessive Insurance","[Total]","1"
"2016 ","Minnesota","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","Bank/Cashier's Check","1"
"2016 ","Minnesota","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","Funds Transfer","1"
"2016 ","Minnesota","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","Money Orders","1"
"2016 ","Minnesota","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","Other","1"
"2016 ","Minnesota","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","4"
"2016 ","Minnesota","Insurance Company","Forgeries","Bank/Cashier's Check","2"
"2016 ","Minnesota","Insurance Company","Forgeries","Funds Transfer","5"
"2016 ","Minnesota","Insurance Company","Forgeries","[Total]","7"
"2016 ","Minnesota","Insurance Company","Identity Theft","Bank/Cashier's Check","1"
"2016 ","Minnesota","Insurance Company","Identity Theft","Funds Transfer","6"
"2016 ","Minnesota","Insurance Company","Identity Theft","U.S. Currency","1"
"2016 ","Minnesota","Insurance Company","Identity Theft","[Total]","8"
"2016 ","Minnesota","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","Personal/Business Check","1"
"2016 ","Minnesota","Insurance Company","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","[Total]","1"
"2016 ","Minnesota","Insurance Company","Mail","Bank/Cashier's Check","1"
"2016 ","Minnesota","Insurance Company","Mail","[Total]","1"
"2016 ","Minnesota","Insurance Company","Other Fraud (Type)","Funds Transfer","1"
"2016 ","Minnesota","Insurance Company","Other Fraud (Type)","Personal/Business Check","1"
"2016 ","Minnesota","Insurance Company","Other Fraud (Type)","U.S. Currency","2"
"2016 ","Minnesota","Insurance Company","Other Fraud (Type)","[Total]","4"
"2016 ","Minnesota","Insurance Company","Other Insurance","Funds Transfer","1"
"2016 ","Minnesota","Insurance Company","Other Insurance","[Total]","1"
"2016 ","Minnesota","Insurance Company","Other Money Laundering","Money Orders","1"
"2016 ","Minnesota","Insurance Company","Other Money Laundering","U.S. Currency","1"
"2016 ","Minnesota","Insurance Company","Other Money Laundering","[Total]","2"
"2016 ","Minnesota","Insurance Company","Other Other Suspicious Activities","Bank/Cashier's Check","2"
"2016 ","Minnesota","Insurance Company","Other Other Suspicious Activities","Funds Transfer","1"
"2016 ","Minnesota","Insurance Company","Other Other Suspicious Activities","Money Orders","1"
"2016 ","Minnesota","Insurance Company","Other Other Suspicious Activities","U.S. Currency","3"
"2016 ","Minnesota","Insurance Company","Other Other Suspicious Activities","[Total]","7"
"2016 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","Personal/Business Check","2"
"2016 ","Minnesota","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","2"
"2016 ","Minnesota","Insurance Company","Provided Questionable or False Documentation","Funds Transfer","1"
"2016 ","Minnesota","Insurance Company","Provided Questionable or False Documentation","[Total]","1"
"2016 ","Minnesota","Insurance Company","Suspicion Concerning the Source of Funds","Bank/Cashier's Check","7"
"2016 ","Minnesota","Insurance Company","Suspicion Concerning the Source of Funds","Foreign Currency","1"
"2016 ","Minnesota","Insurance Company","Suspicion Concerning the Source of Funds","Funds Transfer","1"
"2016 ","Minnesota","Insurance Company","Suspicion Concerning the Source of Funds","Money Orders","11"
"2016 ","Minnesota","Insurance Company","Suspicion Concerning the Source of Funds","Personal/Business Check","7"
"2016 ","Minnesota","Insurance Company","Suspicion Concerning the Source of Funds","U.S. Currency","26"
"2016 ","Minnesota","Insurance Company","Suspicion Concerning the Source of Funds","[Total]","53"
"2016 ","Minnesota","Insurance Company","Suspicious Termination of Policy or Contract","Personal/Business Check","1"
"2016 ","Minnesota","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","1"
"2016 ","Minnesota","Insurance Company","Suspicious Use of Multiple Accounts","Funds Transfer","1"
"2016 ","Minnesota","Insurance Company","Suspicious Use of Multiple Accounts","Money Orders","1"
"2016 ","Minnesota","Insurance Company","Suspicious Use of Multiple Accounts","U.S. Currency","1"
"2016 ","Minnesota","Insurance Company","Suspicious Use of Multiple Accounts","[Total]","3"
"2016 ","Minnesota","Insurance Company","Suspicious use of multiple transaction locations","Foreign Currency","1"
"2016 ","Minnesota","Insurance Company","Suspicious use of multiple transaction locations","Money Orders","4"
"2016 ","Minnesota","Insurance Company","Suspicious use of multiple transaction locations","Personal/Business Check","1"
"2016 ","Minnesota","Insurance Company","Suspicious use of multiple transaction locations","U.S. Currency","1"
"2016 ","Minnesota","Insurance Company","Suspicious use of multiple transaction locations","[Total]","7"
"2016 ","Minnesota","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Bank/Cashier's Check","2"
"2016 ","Minnesota","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Funds Transfer","5"
"2016 ","Minnesota","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Money Orders","22"
"2016 ","Minnesota","Insurance Company","Suspicious Use of Noncash Monetary Instruments","Personal/Business Check","15"
"2016 ","Minnesota","Insurance Company","Suspicious Use of Noncash Monetary Instruments","U.S. Currency","2"
"2016 ","Minnesota","Insurance Company","Suspicious Use of Noncash Monetary Instruments","[Total]","46"
"2016 ","Minnesota","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","Personal/Business Check","1"
"2016 ","Minnesota","Insurance Company","Suspicious Use of Third-Party Transactors (Straw-Man)","[Total]","1"
"2016 ","Minnesota","Insurance Company","Transaction Out of Pattern for Customer(s)","Money Orders","1"
"2016 ","Minnesota","Insurance Company","Transaction Out of Pattern for Customer(s)","[Total]","1"
"2016 ","Minnesota","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Foreign Currency","1"
"2016 ","Minnesota","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Government Payment","1"
"2016 ","Minnesota","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Money Orders","1"
"2016 ","Minnesota","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","Other","1"
"2016 ","Minnesota","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","U.S. Currency","26"
"2016 ","Minnesota","Insurance Company","Transaction with No Apparent Economic, Business, or Lawful Purpose","[Total]","30"
"2016 ","Minnesota","Insurance Company","Transaction(s) Below BSA Recordkeeping Threshold","Bank/Cashier's Check","2"
